AGENCY,MI,ETHNICITY,GENDER,RATE,HRSWKD,MONTHLY,ANNUAL
360,O,HISPANIC,FEMALE,0.0,40.0,5016.25,60195.0
308,A,WHITE,FEMALE,0.0,40.0,8884.85,106618.2
529,D,WHITE,FEMALE,0.0,40.0,5323.1,63877.2
405, ,HISPANIC,MALE,0.0,40.0,7828.08,93936.96
696,P,WHITE,MALE,0.0,40.0,4673.85,56086.2
530, ,HISPANIC,MALE,0.0,40.0,8749.99,104999.88
405,J,WHITE,MALE,0.0,40.0,7828.08,93936.96
696,P,WHITE,MALE,0.0,40.0,4778.2,57338.4
320, ,HISPANIC,MALE,0.0,40.0,4700.0,56400.0
696,D,BLACK,FEMALE,0.0,40.0,5488.32,65859.84
696,L,HISPANIC,MALE,0.0,40.0,5854.85,70258.2
608,R,WHITE,FEMALE,0.0,40.0,4424.79,53097.48
601,S,WHITE,MALE,0.0,40.0,9030.0,108360.0
601,B,OTHER,MALE,0.0,40.0,8190.0,98280.0
302,M,WHITE,MALE,0.0,40.0,11112.5,133350.0
530, ,HISPANIC,MALE,0.0,40.0,3349.94,40199.28
696, ,HISPANIC,MALE,0.0,40.0,4673.85,56086.2
320, ,AM INDIAN,MALE,0.0,40.0,4665.34,55984.08
601,U,WHITE,FEMALE,0.0,40.0,5066.66,60799.92
304,A,WHITE,FEMALE,0.0,40.0,11864.47,142373.64
529,M,WHITE,FEMALE,0.0,40.0,3404.91,40858.92
302,L,HISPANIC,FEMALE,0.0,40.0,5364.06,64368.72
696,C,BLACK,MALE,0.0,40.0,4778.2,57338.4
304,A,HISPANIC,MALE,0.0,40.0,9699.9,116398.8
696,R,WHITE,FEMALE,0.0,40.0,3322.93,39875.16
529,F,BLACK,MALE,0.0,40.0,3946.24,47354.88
644,K,BLACK,FEMALE,0.0,40.0,5870.46,70445.52
454, ,HISPANIC,FEMALE,0.0,40.0,5948.14,71377.68
529,M,HISPANIC,FEMALE,0.0,40.0,4594.5,55134.0
696,P,WHITE,FEMALE,0.0,40.0,4673.85,56086.2
601,H,WHITE,FEMALE,0.0,40.0,6801.8,81621.6
696,O,BLACK,FEMALE,0.0,40.0,3266.31,39195.72
608,R,HISPANIC,MALE,0.0,40.0,5457.9,65494.8
530,A,WHITE,FEMALE,0.0,40.0,6539.66,78475.92
696,L,WHITE,MALE,0.0,40.0,3742.54,44910.48
696, ,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
601, ,HISPANIC,MALE,0.0,40.0,10222.28,122667.36
529, ,HISPANIC,MALE,0.0,40.0,4858.37,58300.44
696,R,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529,E,BLACK,MALE,0.0,40.0,3946.25,47355.0
802, ,HISPANIC,FEMALE,0.0,40.0,3720.64,44647.68
405,R,WHITE,MALE,0.0,40.0,8334.75,100017.0
530,D,BLACK,MALE,0.0,40.0,5372.4,64468.8
304,D,HISPANIC,FEMALE,0.0,40.0,7108.37,85300.44
582,M,WHITE,MALE,0.0,40.0,6284.54,75414.48
696, ,HISPANIC,FEMALE,0.0,40.0,3975.13,47701.56
302,K,WHITE,MALE,0.0,40.0,7498.41,89980.92
529,M,BLACK,FEMALE,0.0,40.0,6385.06,76620.72
696,J,HISPANIC,FEMALE,0.0,40.0,3875.74,46508.88
320, ,BLACK,FEMALE,0.0,40.0,16078.11,192937.32
696,V,WHITE,MALE,0.0,40.0,2934.37,35212.44
601,L,BLACK,FEMALE,0.0,40.0,4921.58,59058.96
304,D,WHITE,FEMALE,0.0,32.0,7675.89,92110.68
405,A,HISPANIC,FEMALE,0.0,40.0,4086.72,49040.64
696,R,WHITE,MALE,0.0,40.0,4673.85,56086.2
302,D,BLACK,FEMALE,0.0,40.0,4742.3,56907.6
696,L,WHITE,FEMALE,0.0,40.0,4495.97,53951.64
405,L,HISPANIC,MALE,0.0,40.0,7482.41,89788.92
302,J,WHITE,MALE,0.0,40.0,12862.5,154350.0
530, ,HISPANIC,FEMALE,0.0,40.0,5473.63,65683.56
530,C,WHITE,FEMALE,0.0,40.0,6403.63,76843.56
529, ,ASIAN,MALE,0.0,40.0,11860.85,142330.2
696,L,WHITE,MALE,0.0,40.0,5308.76,63705.12
696,A,BLACK,FEMALE,0.0,40.0,4015.92,48191.04
530,T,BLACK,FEMALE,0.0,40.0,5613.51,67362.12
405, ,HISPANIC,MALE,0.0,40.0,10057.91,120694.92
405, ,HISPANIC,MALE,0.0,40.0,7828.08,93936.96
529,J,WHITE,FEMALE,0.0,40.0,6867.81,82413.72
696,L,WHITE,MALE,0.0,40.0,4673.85,56086.2
451,C,ASIAN,MALE,0.0,40.0,16294.86,195538.32
696, ,HISPANIC,MALE,0.0,40.0,5462.7,65552.4
327,D,WHITE,MALE,0.0,40.0,6315.98,75791.76
696,E,WHITE,MALE,0.0,40.0,6561.46,78737.52
452,T,ASIAN,FEMALE,0.0,40.0,7350.0,88200.0
530, ,HISPANIC,MALE,0.0,40.0,6751.52,81018.24
601,T,ASIAN,FEMALE,0.0,40.0,9038.4,108460.8
313,L,WHITE,FEMALE,0.0,40.0,11943.73,143324.76
320, ,BLACK,FEMALE,0.0,40.0,4792.21,57506.52
320, ,WHITE,FEMALE,0.0,30.0,4823.42,57881.04
360,A,BLACK,FEMALE,0.0,40.0,9246.93,110963.16
696,P,WHITE,FEMALE,0.0,40.0,4673.85,56086.2
102,M,HISPANIC,MALE,0.0,40.0,8138.49,97661.88
529, ,BLACK,FEMALE,0.0,40.0,3946.24,47354.88
537,C,WHITE,MALE,0.0,40.0,5483.38,65800.56
696,E,BLACK,MALE,0.0,40.0,4778.2,57338.4
454, ,HISPANIC,MALE,0.0,40.0,5722.5,68670.0
802,E,HISPANIC,FEMALE,0.0,40.0,4399.88,52798.56
601, ,BLACK,MALE,0.0,40.0,4996.92,59963.04
802,N,WHITE,MALE,0.0,40.0,6487.12,77845.44
529,B,HISPANIC,FEMALE,0.0,40.0,3481.97,41783.64
529,R,BLACK,FEMALE,0.0,40.0,4330.34,51964.08
601,A,WHITE,MALE,0.0,40.0,6123.07,73476.84
696,E,BLACK,MALE,0.0,40.0,4778.2,57338.4
696,L,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
529, ,BLACK,FEMALE,0.0,40.0,3501.22,42014.64
529,E,BLACK,MALE,0.0,40.0,3649.83,43797.96
529,J,WHITE,MALE,0.0,40.0,5372.4,64468.8
302,D,WHITE,FEMALE,0.0,40.0,4901.0,58812.0
530,M,HISPANIC,FEMALE,0.0,40.0,5035.99,60431.88
696, ,BLACK,FEMALE,0.0,40.0,5060.61,60727.32
360,R,WHITE,FEMALE,0.0,40.0,9246.93,110963.16
529,A,BLACK,MALE,0.0,40.0,4149.83,49797.96
529, ,BLACK,FEMALE,0.0,40.0,5192.26,62307.12
405,J,HISPANIC,FEMALE,0.0,40.0,4388.72,52664.64
405,L,WHITE,MALE,0.0,40.0,8006.66,96079.92
696,E,WHITE,MALE,0.0,40.0,5216.73,62600.76
302,S,WHITE,FEMALE,0.0,40.0,4584.04,55008.48
405,B,WHITE,FEMALE,0.0,40.0,8702.83,104433.96
696,S,WHITE,FEMALE,0.0,40.0,4621.85,55462.2
601,B,WHITE,FEMALE,0.0,40.0,7728.3,92739.6
403, ,HISPANIC,MALE,0.0,40.0,4900.0,58800.0
529,M,WHITE,FEMALE,0.0,40.0,14700.01,176400.12
551,M,WHITE,MALE,0.0,40.0,10657.5,127890.0
696,D,BLACK,MALE,0.0,40.0,5216.73,62600.76
529, ,HISPANIC,FEMALE,0.0,40.0,3811.92,45743.04
530, ,BLACK,FEMALE,0.0,40.0,5321.78,63861.36
405,L,BLACK,MALE,0.0,40.0,7828.08,93936.96
530, ,HISPANIC,FEMALE,0.0,40.0,5674.18,68090.16
601,A,BLACK,FEMALE,0.0,40.0,5454.75,65457.0
601,C,HISPANIC,MALE,0.0,40.0,5000.0,60000.0
696,Y,BLACK,FEMALE,0.0,40.0,4992.0,59904.0
580,L,WHITE,MALE,0.0,40.0,6174.47,74093.64
302,L,HISPANIC,MALE,0.0,40.0,12144.73,145736.76
696,O,BLACK,MALE,0.0,40.0,4778.2,57338.4
696,T,BLACK,FEMALE,0.0,40.0,3975.35,47704.2
601,C,WHITE,FEMALE,0.0,40.0,7423.5,89082.0
529,A,HISPANIC,MALE,0.0,40.0,4954.58,59454.96
781, ,BLACK,MALE,0.0,40.0,7974.87,95698.44
529,K,WHITE,FEMALE,0.0,40.0,4594.5,55134.0
696,C,WHITE,MALE,0.0,40.0,4778.2,57338.4
454,P,HISPANIC,MALE,0.0,40.0,5549.88,66598.56
530,R,BLACK,FEMALE,0.0,40.0,6858.58,82302.96
529, ,HISPANIC,MALE,0.0,40.0,6090.0,73080.0
802,J,WHITE,MALE,0.0,40.0,9340.1,112081.2
696,A,WHITE,FEMALE,0.0,40.0,4015.92,48191.04
405,L,WHITE,MALE,0.0,40.0,8334.75,100017.0
696,J,WHITE,MALE,0.0,40.0,4778.2,57338.4
405,R,BLACK,FEMALE,0.0,40.0,4745.23,56942.76
454,A,HISPANIC,FEMALE,0.0,40.0,3556.24,42674.88
529,K,WHITE,FEMALE,0.0,40.0,4594.0,55128.0
696,A,BLACK,FEMALE,0.0,40.0,10804.5,129654.0
601,C,WHITE,MALE,0.0,40.0,5262.6,63151.2
529,G,BLACK,FEMALE,0.0,40.0,6331.24,75974.88
696,N,WHITE,FEMALE,0.0,40.0,4008.71,48104.52
696,V,WHITE,FEMALE,0.0,40.0,4407.84,52894.08
601,A,WHITE,MALE,0.0,40.0,11760.0,141120.0
644, ,HISPANIC,MALE,0.0,40.0,15618.75,187425.0
529,T,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
530, ,HISPANIC,FEMALE,0.0,40.0,3248.0,38976.0
529,R,BLACK,FEMALE,0.0,40.0,7474.4,89692.8
405,L,AM INDIAN,MALE,0.0,40.0,10057.91,120694.92
529, ,HISPANIC,MALE,0.0,40.0,10785.84,129430.08
696,F,WHITE,MALE,0.0,40.0,4707.58,56490.96
696,A,HISPANIC,MALE,0.0,40.0,4398.74,52784.88
529,L,WHITE,MALE,0.0,40.0,3547.58,42570.96
551,A,WHITE,FEMALE,0.0,40.0,7770.0,93240.0
696,R,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
537,N,BLACK,FEMALE,0.0,40.0,8006.9,96082.8
529,D,BLACK,FEMALE,0.0,40.0,3547.58,42570.96
405,J,WHITE,MALE,0.0,40.0,12491.33,149895.96
303,B,HISPANIC,FEMALE,0.0,40.0,7717.5,92610.0
323, ,HISPANIC,MALE,0.0,40.0,11833.16,141997.92
530,D,WHITE,MALE,0.0,40.0,10937.49,131249.88
529, ,HISPANIC,MALE,0.0,40.0,8304.85,99658.2
302, ,HISPANIC,FEMALE,0.0,40.0,4787.0,57444.0
302,E,WHITE,FEMALE,0.0,40.0,4787.0,57444.0
601,L,HISPANIC,FEMALE,0.0,40.0,6511.57,78138.84
529, ,HISPANIC,FEMALE,0.0,40.0,3946.25,47355.0
696,J,WHITE,MALE,0.0,40.0,4992.0,59904.0
696,K,ASIAN,MALE,0.0,40.0,4778.2,57338.4
701,M,WHITE,MALE,0.0,40.0,11153.14,133837.68
529,L,HISPANIC,FEMALE,0.0,40.0,4149.82,49797.84
530,G,HISPANIC,FEMALE,0.0,40.0,3227.74,38732.88
320, ,HISPANIC,FEMALE,0.0,40.0,6878.93,82547.16
696,B,WHITE,MALE,0.0,40.0,5592.96,67115.52
601,D,WHITE,MALE,0.0,40.0,8295.0,99540.0
696,N,WHITE,MALE,0.0,40.0,4276.91,51322.92
327,Q,ASIAN,FEMALE,0.0,40.0,18455.43,221465.16
241,A,WHITE,FEMALE,0.0,40.0,14000.0,168000.0
529,G,WHITE,FEMALE,0.0,40.0,4672.72,56072.64
405,A,WHITE,MALE,0.0,40.0,4086.72,49040.64
696,J,WHITE,FEMALE,0.0,40.0,2838.7,34064.4
529,D,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
696,M,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
582,J,WHITE,FEMALE,0.0,30.0,7866.92,94403.04
696,V,WHITE,MALE,0.0,40.0,4992.0,59904.0
696,W,WHITE,MALE,0.0,40.0,4685.0,56220.0
529,A,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
530,C,HISPANIC,FEMALE,0.0,40.0,8023.76,96285.12
405,C,WHITE,FEMALE,0.0,40.0,5145.81,61749.72
304,S,HISPANIC,FEMALE,0.0,40.0,9122.13,109465.56
529,O,BLACK,MALE,0.0,40.0,3547.58,42570.96
530, ,BLACK,FEMALE,0.0,40.0,5761.72,69140.64
529, ,WHITE,MALE,0.0,40.0,6318.95,75827.4
529,N,BLACK,FEMALE,0.0,40.0,6427.57,77130.84
608,H,WHITE,MALE,0.0,40.0,12381.07,148572.84
601,G,HISPANIC,MALE,0.0,40.0,6045.62,72547.44
529,D,ASIAN,FEMALE,0.0,40.0,4127.17,49526.04
696,E,BLACK,FEMALE,0.0,40.0,2995.22,35942.64
696,T,WHITE,FEMALE,0.0,40.0,4907.5,58890.0
529,H,HISPANIC,FEMALE,0.0,40.0,7909.38,94912.56
701,L,WHITE,FEMALE,0.0,40.0,9187.48,110249.76
530,V,HISPANIC,FEMALE,0.0,40.0,6106.93,73283.16
696,M,WHITE,FEMALE,0.0,40.0,4651.41,55816.92
530,J,HISPANIC,FEMALE,0.0,40.0,5728.49,68741.88
696,K,BLACK,FEMALE,0.0,40.0,2995.22,35942.64
304,B,WHITE,MALE,0.0,40.0,10886.5,130638.0
405, ,WHITE,FEMALE,0.0,40.0,3592.7,43112.4
302,M,OTHER,FEMALE,0.0,40.0,9712.5,116550.0
696,R,BLACK,FEMALE,0.0,40.0,4407.84,52894.08
530,A,WHITE,MALE,0.0,40.0,12157.76,145893.12
454,C,WHITE,FEMALE,0.0,40.0,9316.12,111793.44
696,D,BLACK,MALE,0.0,40.0,4673.85,56086.2
781, ,ASIAN,FEMALE,0.0,40.0,9404.09,112849.08
529,T,ASIAN,MALE,0.0,40.0,7548.98,90587.76
696,J,WHITE,MALE,0.0,40.0,4992.0,59904.0
529, ,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
304, ,ASIAN,FEMALE,0.0,40.0,11245.5,134946.0
601,B,WHITE,MALE,0.0,40.0,8707.38,104488.56
696, ,HISPANIC,MALE,0.0,40.0,4992.0,59904.0
608,E,HISPANIC,FEMALE,0.0,40.0,5423.25,65079.0
696,K,BLACK,MALE,0.0,40.0,4673.85,56086.2
696,O,BLACK,MALE,0.0,40.0,4992.0,59904.0
530, ,HISPANIC,FEMALE,0.0,40.0,5298.06,63576.72
529,T,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
529,L,BLACK,FEMALE,0.0,40.0,6033.99,72407.88
537,G,HISPANIC,FEMALE,0.0,40.0,4528.78,54345.36
529,J,HISPANIC,FEMALE,0.0,40.0,3547.58,42570.96
302,W,WHITE,MALE,0.0,40.0,9678.08,116136.96
529, ,BLACK,FEMALE,0.0,40.0,6270.15,75241.8
537, ,HISPANIC,FEMALE,0.0,40.0,7240.21,86882.52
529, ,OTHER,FEMALE,0.0,40.0,6449.07,77388.84
781,R,BLACK,FEMALE,0.0,40.0,7197.43,86369.16
601, ,WHITE,FEMALE,0.0,40.0,5718.82,68625.84
696,A,BLACK,MALE,0.0,40.0,4778.2,57338.4
302,H,WHITE,FEMALE,0.0,40.0,8919.85,107038.2
696, ,BLACK,MALE,0.0,40.0,4170.64,50047.68
644,K,BLACK,FEMALE,0.0,40.0,6369.58,76434.96
320, ,BLACK,MALE,0.0,40.0,4001.88,48022.56
696,W,WHITE,MALE,0.0,40.0,8360.23,100322.76
529,G,BLACK,FEMALE,0.0,40.0,6908.38,82900.56
405, ,HISPANIC,MALE,0.0,40.0,8173.75,98085.0
320, ,WHITE,FEMALE,0.0,40.0,6578.53,78942.36
302,V,HISPANIC,MALE,0.0,40.0,5041.42,60497.04
304,O,HISPANIC,FEMALE,0.0,40.0,7437.5,89250.0
696,S,BLACK,FEMALE,0.0,40.0,4502.89,54034.68
304,R,HISPANIC,FEMALE,0.0,40.0,12501.05,150012.6
452, ,WHITE,MALE,0.0,40.0,6293.43,75521.16
601,H,BLACK,FEMALE,0.0,40.0,6657.0,79884.0
601,D,WHITE,MALE,0.0,40.0,4850.0,58200.0
529,M,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
504,M,HISPANIC,FEMALE,0.0,40.0,10206.0,122472.0
696,O,HISPANIC,FEMALE,0.0,40.0,4276.91,51322.92
241,W,WHITE,FEMALE,0.0,40.0,14000.0,168000.0
451,M,WHITE,MALE,0.0,40.0,8559.07,102708.84
696,M,WHITE,MALE,0.0,40.0,4778.2,57338.4
241, ,HISPANIC,MALE,0.0,40.0,14000.0,168000.0
302,P,WHITE,MALE,0.0,40.0,3613.87,43366.44
582, ,HISPANIC,FEMALE,0.0,40.0,7611.16,91333.92
696,R,BLACK,FEMALE,0.0,40.0,4015.92,48191.04
696,D,BLACK,MALE,0.0,40.0,5712.05,68544.6
696, ,HISPANIC,FEMALE,0.0,40.0,4778.2,57338.4
644,R,WHITE,MALE,0.0,40.0,7848.9,94186.8
601, ,HISPANIC,MALE,0.0,40.0,5118.33,61419.96
537,R,HISPANIC,MALE,0.0,40.0,6852.25,82227.0
529,M,WHITE,FEMALE,0.0,40.0,16537.5,198450.0
696,H,BLACK,MALE,0.0,20.0,2092.4,25108.8
529,J,BLACK,FEMALE,0.0,40.0,5833.49,70001.88
405, ,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
644,C,WHITE,FEMALE,0.0,40.0,4836.45,58037.4
696,M,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
101,B,WHITE,FEMALE,0.0,40.0,6300.0,75600.0
360,D,WHITE,MALE,0.0,40.0,11944.48,143333.76
479,L,BLACK,MALE,0.0,40.0,8728.12,104737.44
529,J,HISPANIC,FEMALE,0.0,40.0,3790.35,45484.2
323,A,WHITE,FEMALE,0.0,40.0,10726.23,128714.76
530,S,WHITE,FEMALE,0.0,40.0,5260.61,63127.32
601,Q,WHITE,MALE,0.0,40.0,4669.75,56037.0
696,A,WHITE,MALE,0.0,40.0,4778.2,57338.4
529,D,WHITE,FEMALE,0.0,40.0,3547.58,42570.96
696,C,HISPANIC,FEMALE,0.0,40.0,4357.26,52287.12
529,E,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
529,L,WHITE,FEMALE,0.0,40.0,3547.58,42570.96
320, ,WHITE,FEMALE,0.0,40.0,4263.17,51158.04
696,G,WHITE,MALE,0.0,40.0,5216.73,62600.76
696,N,WHITE,FEMALE,0.0,40.0,5216.73,62600.76
503, ,WHITE,FEMALE,0.0,40.0,6644.45,79733.4
529,A,HISPANIC,MALE,0.0,40.0,3139.75,37677.0
529,M,HISPANIC,FEMALE,0.0,40.0,4960.45,59525.4
529,C,HISPANIC,FEMALE,0.0,40.0,4400.0,52800.0
529,J,WHITE,FEMALE,0.0,40.0,21728.44,260741.28
302,G,HISPANIC,FEMALE,0.0,40.0,5275.29,63303.48
305,M,HISPANIC,FEMALE,0.0,40.0,7131.78,85581.36
696,R,WHITE,MALE,0.0,40.0,4821.99,57863.88
530, ,WHITE,MALE,0.0,40.0,2856.51,34278.12
530,L,HISPANIC,FEMALE,0.0,40.0,5260.61,63127.32
454,M,WHITE,FEMALE,0.0,40.0,11131.05,133572.6
530,A,WHITE,FEMALE,0.0,30.0,3443.05,41316.6
537,S,BLACK,FEMALE,0.0,40.0,4262.83,51153.96
529,J,BLACK,MALE,0.0,40.0,5403.68,64844.16
302,M,BLACK,FEMALE,0.0,40.0,5068.0,60816.0
530, ,HISPANIC,FEMALE,0.0,40.0,5323.82,63885.84
696, ,BLACK,MALE,0.0,40.0,4778.2,57338.4
529,J,BLACK,MALE,0.0,40.0,4594.5,55134.0
529,D,BLACK,FEMALE,0.0,40.0,7253.79,87045.48
529,M,BLACK,FEMALE,0.0,40.0,4594.0,55128.0
529,M,WHITE,FEMALE,0.0,40.0,4594.5,55134.0
323,T,HISPANIC,FEMALE,0.0,40.0,7498.83,89985.96
455, ,ASIAN,FEMALE,0.0,40.0,12787.36,153448.32
529,E,WHITE,FEMALE,0.0,40.0,6707.14,80485.68
529,J,HISPANIC,MALE,0.0,40.0,5118.15,61417.8
601,R,HISPANIC,MALE,0.0,40.0,6211.56,74538.72
405,T,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
405,M,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
608,J,WHITE,MALE,0.0,40.0,6160.81,73929.72
601,K,WHITE,MALE,0.0,40.0,7131.86,85582.32
537,L,BLACK,FEMALE,0.0,40.0,5870.37,70444.44
529, ,HISPANIC,MALE,0.0,40.0,3866.96,46403.52
696,A,BLACK,MALE,0.0,40.0,4778.2,57338.4
304,R,WHITE,MALE,0.0,40.0,7750.0,93000.0
530, ,WHITE,FEMALE,0.0,40.0,6124.99,73499.88
405, ,HISPANIC,FEMALE,0.0,40.0,5961.49,71537.88
530,O,BLACK,FEMALE,0.0,40.0,5258.95,63107.4
582,A,WHITE,FEMALE,0.0,40.0,6434.38,77212.56
302,L,WHITE,FEMALE,0.0,40.0,5187.32,62247.84
529,E,BLACK,MALE,0.0,40.0,4645.52,55746.24
696,J,WHITE,MALE,0.0,40.0,4651.41,55816.92
320, ,WHITE,MALE,0.0,40.0,6939.53,83274.36
302, ,HISPANIC,FEMALE,0.0,40.0,6306.3,75675.6
529, ,WHITE,FEMALE,0.0,40.0,6469.69,77636.28
304,G,WHITE,FEMALE,0.0,40.0,11088.71,133064.52
696,A,WHITE,MALE,0.0,40.0,4081.11,48973.32
304,T,WHITE,MALE,0.0,40.0,14084.32,169011.84
302, ,HISPANIC,FEMALE,0.0,40.0,4810.0,57720.0
405,L,WHITE,MALE,0.0,40.0,21252.21,255026.52
772, ,HISPANIC,MALE,0.0,40.0,3884.33,46611.96
696,S,BLACK,MALE,0.0,40.0,4778.2,57338.4
529, ,BLACK,MALE,0.0,40.0,5098.88,61186.56
529,S,WHITE,MALE,0.0,40.0,7717.88,92614.56
405,J,HISPANIC,MALE,0.0,40.0,10057.91,120694.92
529,G,HISPANIC,FEMALE,0.0,40.0,3375.68,40508.16
529, ,OTHER,FEMALE,0.0,40.0,4541.52,54498.24
696,D,WHITE,MALE,0.0,20.0,2092.4,25108.8
529, ,HISPANIC,FEMALE,0.0,40.0,5112.52,61350.24
405,W,WHITE,MALE,0.0,40.0,7828.08,93936.96
405,B,HISPANIC,MALE,0.0,40.0,8173.75,98085.0
529,F,BLACK,MALE,0.0,40.0,10565.62,126787.44
405,D,WHITE,FEMALE,0.0,40.0,3805.03,45660.36
696,G,WHITE,MALE,0.0,40.0,5213.63,62563.56
696,R,WHITE,MALE,0.0,20.0,2092.4,25108.8
232,L,WHITE,FEMALE,0.0,40.0,12118.74,145424.88
320, ,BLACK,MALE,0.0,40.0,4355.88,52270.56
537,A,HISPANIC,MALE,0.0,40.0,4042.58,48510.96
301, ,WHITE,FEMALE,0.0,40.0,13321.88,159862.56
696,E,WHITE,MALE,0.0,40.0,4276.91,51322.92
529,L,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
530,G,HISPANIC,FEMALE,0.0,40.0,5424.45,65093.4
302,B,HISPANIC,FEMALE,0.0,40.0,4512.45,54149.4
529,I,HISPANIC,MALE,0.0,40.0,4320.76,51849.12
323,E,WHITE,MALE,0.0,40.0,24773.91,297286.92
696,F,WHITE,FEMALE,0.0,40.0,5249.98,62999.76
696,A,WHITE,FEMALE,0.0,40.0,3420.42,41045.04
405,B,WHITE,MALE,0.0,40.0,7828.08,93936.96
696,R,BLACK,MALE,0.0,40.0,4778.2,57338.4
304,L,WHITE,FEMALE,0.0,40.0,8103.9,97246.8
454,A,WHITE,MALE,0.0,40.0,8552.26,102627.12
212, ,WHITE,FEMALE,0.0,40.0,4447.1,53365.2
529,D,WHITE,FEMALE,0.0,40.0,3946.25,47355.0
551,R,WHITE,MALE,0.0,40.0,12600.0,151200.0
601, ,HISPANIC,MALE,0.0,40.0,6235.0,74820.0
696,A,WHITE,MALE,0.0,40.0,4992.0,59904.0
696,B,WHITE,MALE,0.0,40.0,4914.99,58979.88
302, ,BLACK,FEMALE,0.0,40.0,5083.83,61005.96
529,S,WHITE,FEMALE,0.0,40.0,7761.5,93138.0
530,E,HISPANIC,FEMALE,0.0,40.0,5342.49,64109.88
529,T,HISPANIC,FEMALE,0.0,40.0,5971.2,71654.4
529,F,WHITE,MALE,0.0,40.0,14442.84,173314.08
601,L,WHITE,MALE,0.0,40.0,5512.5,66150.0
405,L,WHITE,MALE,0.0,40.0,6504.75,78057.0
582,K,BLACK,MALE,0.0,40.0,5211.84,62542.08
211, ,WHITE,FEMALE,0.0,40.0,11392.5,136710.0
529, ,WHITE,FEMALE,0.0,40.0,4263.16,51157.92
601,L,HISPANIC,FEMALE,0.0,40.0,5225.0,62700.0
696,A,WHITE,FEMALE,0.0,40.0,5218.0,62616.0
696,J,BLACK,FEMALE,0.0,40.0,4908.68,58904.16
772, ,WHITE,FEMALE,0.0,40.0,6079.75,72957.0
696,M,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
696,L,BLACK,FEMALE,0.0,40.0,5854.85,70258.2
696,J,WHITE,FEMALE,0.0,40.0,3775.97,45311.64
458,F,HISPANIC,MALE,0.0,40.0,7828.08,93936.96
529,L,BLACK,FEMALE,0.0,40.0,2953.25,35439.0
405,C,BLACK,MALE,0.0,40.0,12491.33,149895.96
696,T,ASIAN,MALE,0.0,40.0,3906.52,46878.24
601,T,WHITE,MALE,0.0,40.0,9548.36,114580.32
304,J,BLACK,MALE,0.0,40.0,4833.5,58002.0
307, ,HISPANIC,FEMALE,0.0,40.0,15750.0,189000.0
601,K,WHITE,MALE,0.0,40.0,6107.73,73292.76
696,A,BLACK,MALE,0.0,40.0,4992.0,59904.0
320, ,WHITE,FEMALE,0.0,40.0,3250.0,39000.0
696,D,WHITE,MALE,0.0,40.0,4199.03,50388.36
529,A,HISPANIC,MALE,0.0,40.0,7438.29,89259.48
405,D,WHITE,MALE,0.0,40.0,6431.23,77174.76
582,E,WHITE,FEMALE,0.0,40.0,15679.83,188157.96
473,R,WHITE,FEMALE,0.0,40.0,17510.0,210120.0
529, ,HISPANIC,FEMALE,0.0,40.0,5921.21,71054.52
696,A,WHITE,MALE,0.0,40.0,4778.2,57338.4
802,W,WHITE,MALE,19.19233,40.0,3326.67,39920.04
601,S,WHITE,FEMALE,0.0,40.0,7253.57,87042.84
320, ,WHITE,FEMALE,0.0,40.0,7252.85,87034.2
696,O,HISPANIC,FEMALE,0.0,40.0,4425.94,53111.28
696,L,WHITE,MALE,0.0,40.0,5216.73,62600.76
696,A,WHITE,FEMALE,0.0,40.0,4502.89,54034.68
529,A,WHITE,FEMALE,0.0,40.0,5639.28,67671.36
530,T,BLACK,FEMALE,0.0,40.0,5021.42,60257.04
529,A,WHITE,FEMALE,0.0,40.0,4376.33,52515.96
405,K,BLACK,MALE,0.0,40.0,6190.53,74286.36
529, ,WHITE,FEMALE,0.0,40.0,4929.25,59151.0
529,A,WHITE,FEMALE,0.0,40.0,4149.83,49797.96
405,L,WHITE,MALE,0.0,40.0,8919.83,107037.96
529,R,BLACK,FEMALE,0.0,40.0,3404.91,40858.92
696,D,BLACK,FEMALE,0.0,40.0,4389.9,52678.8
323, ,HISPANIC,FEMALE,0.0,40.0,5728.54,68742.48
529, ,BLACK,MALE,0.0,40.0,4149.82,49797.84
696,L,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529,D,BLACK,FEMALE,0.0,40.0,2694.33,32331.96
529, ,BLACK,MALE,0.0,40.0,5133.5,61602.0
